name,distributor_full_name,release_date,genre,runtime,rating,budget,rest_world,studio,total_gross,theaters_total,opening,theaters_opening,open_date,close_date,days_in_theaters,imdb_rating,directors,cinemascore_name,cinemascore_rating,RT_name,RT_rating,is_Action,is_Animation,is_Drama,is_Horror,is_Comedy,is_Adventure,is_Music,is_Sci-Fi,is_Thriller,is_Documentary,is_Romance,is_Fantasy,studio_uni,studio_WB,studio_Fox,studio_Sony,studio_STX,studio_LGF,studio_BV,studio_Focus,studio_Fathom,studio_Magn,studio_IFC,studio_WGUSA,studio_KL,rating_G,rating_Not Yet Rated,rating_PG,rating_PG-13,rating_R,rating_Unknown,rating_Unrated,CS_rating_A,CS_rating_A+,CS_rating_A-,CS_rating_B,CS_rating_B+,CS_rating_B-,CS_rating_C,CS_rating_C+,CS_rating_C-,CS_rating_D+,CS_rating_D-
Kin,Lionsgate,"August 31, 2018",Sci-Fi Action,102.0,PG-13,,4309460,LGF,5718096.0,2141,3035618,2141,8/31,9/27,27.0,5.7,Jonathan Baker & Josh Baker,GODZILLA: KING OF THE MONSTERS (2019),B+,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stan & Ollie,Sony Classics,"December 28, 2018",Comedy / Drama,97.0,PG,,,SPC,5470235.0,754,78104,754,12/28,5/19,142.0,7.3,Jon S. Baird,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colette,Bleecker Street,"September 21, 2018",Drama,111.0,R,,,BST,5137622.0,593,161179,593,9/21,11/29,69.0,6.8,Wash Westmoreland,,,Colette,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simmba,Reliance Big Pictures,"December 28, 2018",Action,158.0,Unrated,,,Relbig.,5102129.0,301,1758576,301,12/28,2/3,37.0,6.3,Rohit Shetty,,,Simmba,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action Point,Paramount,"June 1, 2018",Comedy,85.0,R,19.0,,Par.,5059608.0,2032,2390164,2032,6/1,6/14,13.0,5.0,Tim Kirkby,ACTION POINT (2018),C+,Action Point,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Beirut,Bleecker Street,"April 11, 2018",War Drama,109.0,R,,2490210,BST,5019226.0,755,1734497,755,4/11,6/14,64.0,6.4,Brad Anderson,,,Beirut,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gringo,STX Entertainment,"March 9, 2018",Comedy,110.0,R,,6031774,STX,4969853.0,2404,2722420,2404,3/9,4/5,27.0,6.1,Nash Edgerton,GRINGO (2018),C+,Gringo,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Samson,Pure Flix,"February 16, 2018",Drama,110.0,PG-13,,,PFR,4719928.0,1249,1942569,1249,2/16,4/12,55.0,4.4,Bruce Macdonald & Gabriel Sabloff,,,Samson,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold War (2018),Amazon Studios,"December 21, 2018",Drama,89.0,R,,,Amazon,4580048.0,270,54353,270,12/21,4/4,104.0,7.6,Pawel Pawlikowski,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny English Strikes Again,Universal,"October 26, 2018",Action Comedy,88.0,PG,25.0,154541694,Uni.,4412170.0,552,1638895,552,10/26,11/22,27.0,6.2,David Kerr,,,Johnny English Strikes Again,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotti,Vertical Entertainment,"June 15, 2018",Crime Drama,105.0,R,,,VE,4343227.0,503,1719902,503,6/15,7/23,38.0,4.8,Kevin Connolly,,,Gotti,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blindspotting,Lionsgate/Summit,"July 20, 2018",Comedy / Drama,95.0,R,,530192,LG/S,4333394.0,523,338999,523,7/20,9/13,55.0,7.4,Carlos López Estrada,,,Blindspotting,94.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Burn the Stage: The Movie,Trafalgar Releasing,"November 15, 2018",Documentary,84.0,Unrated,,16145694,Trafalgar,4201819.0,645,2420197,645,11/15,12/9,24.0,8.8,Jun-Soo Park,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ya Veremos,Pantelion,"August 31, 2018",Comedy / Drama,97.0,PG-13,,,PNT,4165949.0,369,1803848,369,8/31,10/11,41.0,5.6,Pitipol Ybarra,,,Ya Veremos,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,Unknown,"November 30, 2018",Sci-Fi Action,148.0,Unrated,,,,4152000.0,314,2775000,314,11/30,12/6,6.0,6.6,S. Shankar,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amazing Grace (2019),Neon,"December 7, 2018",Documentary,87.0,G,,,Neon,4146847.0,263,57353,263,12/7,-,,8.2,Mario Van Peebles,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life Itself (2018),Amazon Studios,"September 21, 2018",Drama,117.0,R,,3687623,Amazon,4102648.0,2609,2123463,2609,9/21,-,,6.6,Dan Fogelman,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgt. Stubby: An American Hero,Fun Academy,"April 13, 2018",Animation,90.0,PG,,,FunAcad,4015935.0,1633,1164403,1633,4/13,1/10,272.0,6.9,Richard Lanni,SGT. STUBBY: AN AMERICAN HERO (2018),A,Sgt. Stubby: An American Hero,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ben is Back,Roadside Attractions,"December 7, 2018",Drama,102.0,R,,,RAtt.,3703184.0,598,80734,598,12/7,2/21,76.0,6.7,Peter Hedges,,,Ben is Back,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosnell: The Trial of America's Biggest Serial Killer,GVN Releasing,"October 12, 2018",Drama,93.0,PG-13,,,GVN,3679893.0,673,1162988,673,10/12,12/17,66.0,6.8,Nick Searcy,,,Gosnell: The Trial of America's Biggest Serial Killer,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indivisible,Pure Flix,"October 26, 2018",Drama,119.0,PG-13,,,PFR,3511417.0,830,1503101,830,10/26,1/3,69.0,5.6,David G. Evans,,,Indivisible,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Oscar Nominated Short Films 2018,Shorts International,"February 9, 2018",Drama,96.0,Unrated,,,Shrts.,3508777.0,272,695044,272,2/9,3/22,41.0,7.9,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Disobedience,Bleecker Street,"April 27, 2018",Drama,114.0,R,,4371345,BST,3498782.0,247,237393,247,4/27,8/2,97.0,6.6,Sebastián Lelio,,,Disobedience,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
First Reformed,A24,"May 18, 2018",Thriller,113.0,R,,,A24,3448256.0,334,97562,334,5/18,8/2,76.0,7.1,Paul Schrader,,,First Reformed,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juliet, Naked",Roadside Attractions,"August 17, 2018",Romantic Comedy,98.0,R,,,RAtt.,3444895.0,467,60886,467,8/17,10/25,69.0,6.6,Jesse Peretz,,,"Juliet, Naked",83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Samaritan,Electric Entertainment,"May 4, 2018",Horror Thriller,108.0,R,,,Electric,3435047.0,2007,1726868,2007,5/4,5/24,20.0,6.4,Dean Devlin,BAD SAMARITAN (2018),B-,Bad Samaritan,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7 Days in Entebbe,Focus Features,"March 16, 2018",Action Thriller,107.0,PG-13,,5358216,Focus,3326885.0,838,1592645,838,3/16,4/12,27.0,5.8,José Padilha,,,7 Days in Entebbe,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoplifters,Magnolia,"November 23, 2018",Drama,121.0,R,,,Magn.,3313513.0,144,89264,144,11/23,5/2,160.0,8.0,Hirokazu Koreeda,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001: A Space Odyssey (2018 re-release),Warner Bros.,"May 18, 2018",Sci-Fi,149.0,G,,,WB,3236321.0,13,202759,13,5/18,7/15,58.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sisters Brothers,Annapurna Pictures,"September 21, 2018",Western,120.0,R,,10000000,Annapurna,3143056.0,1141,115575,1141,9/21,12/20,90.0,7.0,Jacques Audiard,,,The Sisters Brothers,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thoroughbreds,Focus Features,"March 9, 2018",Drama / Thriller,92.0,R,,,Focus,3072605.0,564,1224430,564,3/9,4/26,48.0,6.7,Cory Finley,,,Thoroughbreds,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitney,Roadside Attractions,"July 6, 2018",Documentary,120.0,R,,,RAtt.,3026351.0,451,1265572,451,7/6,9/20,76.0,7.2,Kevin Macdonald,,,Whitney,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Hollis Presents: Made for More,Fathom,"August 2, 2018",Unknown,120.0,Unrated,,,Fathom,2999134.0,703,,703,8/2,1/9,160.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Animals,The Orchard,"June 1, 2018",Crime Drama,117.0,R,,,Orch.,2856954.0,339,134793,339,6/1,8/30,90.0,7.0,Bart Layton,,,American Animals,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
God Bless the Broken Road,Freestyle Releasing,"September 7, 2018",Drama,111.0,PG,,,Free,2846257.0,1272,1386254,1272,9/7,11/8,62.0,5.2,Harold Cronk,,,God Bless the Broken Road,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Boda de Valentina,Pantelion,"February 9, 2018",Romantic Comedy,107.0,R,,,PNT,2783739.0,331,1147073,331,2/9,3/15,34.0,4.7,Marco Polo Constandse,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharat Ane Nenu,Great India Films,"April 20, 2018",Action Drama,173.0,Unrated,,,GrtIndia,2663090.0,305,2663090,305,4/20,-,,7.9,Koratala Siva,,,Bharat Ane Nenu,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Qué León (What A Lion),Spanglish Movies,"November 29, 2018",Romantic Comedy,93.0,PG-13,,5200000,Spanglish,2607916.0,86,291936,86,11/29,3/17,108.0,,???,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Were Never Really Here,Amazon Studios,"April 6, 2018",Drama / Thriller,85.0,R,,,Amazon,2528078.0,233,132829,233,4/6,6/14,69.0,6.8,Lynne Ramsay,,,You Were Never Really Here,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suspiria,Amazon Studios,"October 26, 2018",Horror,155.0,R,,5419814,Amazon,2483472.0,311,184037,311,10/26,12/20,55.0,6.8,Luca Guadagnino,,,Suspiria,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rider,Sony Classics,"April 13, 2018",Drama,104.0,R,,,SPC,2419031.0,224,42244,224,4/13,12/13,244.0,7.5,Chloé Zhao,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary and the Witch's Flower,GKIDS,"January 18, 2018",Animation,102.0,PG,,,GK,2418404.0,573,348475,573,1/18,4/5,77.0,6.8,Hiromasa Yonebayashi & Giles New,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearts Beat Loud,Gunpowder & Sky,"June 8, 2018",Comedy / Drama,97.0,PG-13,,,G&S,2386251.0,170,74524,170,6/8,8/30,83.0,6.9,Brett Haley,,,Hearts Beat Loud,91.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Entertainment One,"July 27, 2018",Comedy,141.0,Unrated,,,EOne,2342264.0,83,328828,83,7/27,11/4,100.0,7.1,Ricardo Trogi,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Papillon (2018),Bleecker Street,"August 24, 2018",Drama,136.0,R,,2180684,BST,2335896.0,544,1090073,544,8/24,9/13,20.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
At Eternity's Gate,CBS Films,"November 16, 2018",Drama,110.0,PG-13,,,CBS,2294915.0,178,92856,178,11/16,2/10,86.0,6.9,Julian Schnabel,,,At Eternity's Gate,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fall of the American Empire,Entertainment One,"June 29, 2018",Comedy,127.0,R,,,EOne,2059945.0,73,338216,73,6/29,10/4,97.0,7.3,Denys Arcand,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puzzle,Sony Classics,"July 27, 2018",Drama,103.0,R,,,SPC,2032018.0,265,61214,265,7/27,11/22,118.0,6.7,Marc Turtletaub,,,Puzzle,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Opera: Tosca,Fathom,"January 27, 2018",Musical,210.0,Unrated,,,Fathom,2023749.0,691,1498309,691,1/27,-,,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Fantastic Woman,Sony Classics,"February 2, 2018",Drama,104.0,R,,,SPC,2020988.0,190,64241,190,2/2,5/20,107.0,7.2,Sebastián Lelio,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pope Francis - A Man of His Word,Focus Features,"May 18, 2018",Documentary,96.0,PG,,6600000,Focus,2008385.0,385,507870,385,5/18,9/30,135.0,5.9,Wim Wenders,,,Pope Francis - A Man of His Word,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassination Nation,Neon,"September 21, 2018",Thriller,107.0,R,,,Neon,2005142.0,1403,1050021,1403,9/21,10/21,30.0,5.9,Sam Levinson,,,Assassination Nation,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Front Runner,Sony / Columbia,"November 6, 2018",Drama,113.0,R,,1242130,Sony,2000105.0,807,51543,807,11/6,12/20,44.0,6.2,Jason Reitman,,,The Front Runner,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Chinatown 2,Warner Bros.,"February 16, 2018",Action Comedy,120.0,R,,542077932,WB,1983984.0,115,704047,115,2/16,4/5,48.0,6.1,Sicheng Chen,,,Detective Chinatown 2,54.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Horse,Elevation Pictures,"April 13, 2018",Drama,101.0,Unrated,,,Elevation,1893758.0,7,,7,4/13,-,,7.3,Stephen S. Campanelli,,,Indian Horse,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MET Opera: La Traviata,Fathom,"December 15, 2018",Unknown,210.0,Unrated,,,Fathom,1882931.0,725,1333159,725,12/15,12/19,4.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Racetime,Entertainment One,"December 7, 2018",Animation,89.0,Unrated,,,EOne,1875283.0,86,271061,86,12/7,4/14,128.0,5.6,Benoît Godbout & Jean-François Pouliot & François Brisson,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moses,Fathom,"September 13, 2018",Unknown,130.0,Unrated,,,Fathom,1807117.0,697,416047,697,9/13,-,,6.0,Ridley Scott,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Met Opera: La Bohème (2018),Fathom,"February 24, 2018",Musical,200.0,Unrated,,,Fathom,1764201.0,687,1326339,687,2/24,2/28,4.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
