name,distributor_full_name,release_date,genre,runtime,rating,budget,rest_world,studio,total_gross,theaters_total,opening,theaters_opening,open_date,close_date,days_in_theaters,imdb_rating,directors,cinemascore_name,cinemascore_rating,RT_name,RT_rating,is_Action,is_Animation,is_Drama,is_Horror,is_Comedy,is_Adventure,is_Music,is_Sci-Fi,is_Thriller,is_Documentary,is_Romance,is_Fantasy,studio_uni,studio_WB,studio_Fox,studio_Sony,studio_STX,studio_LGF,studio_BV,studio_Focus,studio_Fathom,studio_Magn,studio_IFC,studio_WGUSA,studio_KL,rating_G,rating_Not Yet Rated,rating_PG,rating_PG-13,rating_R,rating_Unknown,rating_Unrated,CS_rating_A,CS_rating_A+,CS_rating_A-,CS_rating_B,CS_rating_B+,CS_rating_B-,CS_rating_C,CS_rating_C+,CS_rating_C-,CS_rating_D+,CS_rating_D-
The House That Jack Built (Director's Cut),IFC,"November 28, 2018",Drama / Thriller,152.0,Unrated,,,IFC,170113.0,140,,140,11/28,11/29,1.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Luis & the Aliens,Viva Pictures Distribution,"August 17, 2018",Animation,86.0,PG,,,VPD,169710.0,20,,20,8/17,-,,6.0,Christoph Lauenstein & Wolfgang Lauenstein & Sean McCormack,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolshoi Ballet 2017/2018: The Lady of Camellias,Fathom,"February 4, 2018",Unknown,185.0,Unrated,,,Fathom,167991.0,358,167991,358,2/4,2/4,0.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rampant,Well Go USA,"October 26, 2018",Action Horror,127.0,Unrated,,,WGUSA,167937.0,29,18326,29,10/26,11/22,27.0,6.3,Sung-hoon Kim,,,Rampant,67.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Double Lover,Cohen Media Group,"February 14, 2018",Drama,107.0,Not Yet Rated,,,Cohen,167581.0,51,62995,51,2/14,4/19,64.0,6.2,François Ozon,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is Genesis History? (2018 re-release),Fathom,"February 22, 2018",Documentary,100.0,Unrated,,,Fathom,166763.0,842,,842,2/22,2/22,0.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,Magnolia,"May 11, 2018",Documentary,78.0,Unrated,,,Magn.,166616.0,14,22717,14,5/11,7/26,76.0,6.5,Sara Driver,,,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heading Home: The Tale of Team Israel,Menemsha,"December 14, 2018",Documentary,87.0,Unrated,,,Men.,166117.0,7,12678,7,12/14,-,,8.7,Seth Kramer & Daniel A. Miller & Jeremy Newberger,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Far from the Tree,IFC,"July 20, 2018",Documentary,93.0,Unrated,,,IFC,166018.0,22,19885,22,7/20,9/20,62.0,7.4,Rachel Dretzin & Jamila Ephron,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journey's End,Good Deed,"March 16, 2018",War Drama,107.0,R,,,Good Deed,161796.0,185,11798,185,3/16,-,,6.7,Saul Dibb,,,Journey's End,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Samuel Project,in8 Releasing,"September 28, 2018",Drama,92.0,PG-13,,,in8,161565.0,2,11087,2,9/28,-,,8.2,Marc Fusco,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT LIVE: The Curious Incident of the Dog in the Night-Time (2018 Encore),Fathom,"June 12, 2018",Unknown,170.0,Unrated,,,Fathom,160381.0,483,,483,6/12,6/12,0.0,8.3,Nick Wickham,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Silencio,Tulip Pictures,"October 26, 2018",Drama / Thriller,98.0,R,,,Tulip,158723.0,348,90480,348,10/26,11/18,23.0,7.2,Martin Scorsese,,,Silencio,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Resort,Kino Lorber,"December 21, 2018",Documentary,70.0,Unrated,,,KL,158646.0,13,1844,13,12/21,5/9,139.0,7.5,Dennis Scholl & Kareem Tabsch,,,The Last Resort,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Buttons: A New Musical Film,Fathom,"December 8, 2018",Musical,115.0,Unrated,,,Fathom,151983.0,543,,543,12/8,12/10,2.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eating Animals,IFC,"June 15, 2018",Documentary,94.0,Unrated,,,IFC,149614.0,25,34524,25,6/15,7/24,39.0,7.2,Christopher Dillon Quinn,,,Eating Animals,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghost Stories,IFC,"April 20, 2018",Horror,98.0,Unrated,,,IFC,148747.0,24,11972,24,4/20,5/24,34.0,6.4,Jeremy Dyson & Andy Nyman,,,Ghost Stories,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Reputation,Magnolia,"September 28, 2018",Documentary,94.0,R,,,Magn.,148568.0,196,130675,196,9/28,10/18,20.0,7.4,Kevin Kerslake,,,Bad Reputation,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Museo,Vitagraph,"September 14, 2018",Crime Drama,128.0,Unrated,,,Vita.,148505.0,12,16554,12,9/14,11/4,51.0,7.0,Alonso Ruizpalacios & Alonso Ruizpalacios,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter & the Deathly Hallows - Part 1 (2018 re-release),Warner Bros.,"September 2, 2018",Fantasy,150.0,PG-13,,,WB,148263.0,,,,9/2,-,,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of the Living Dead (50th Anniversary),Fathom,"October 24, 2018",Horror,96.0,Unrated,,,Fathom,147423.0,567,,567,10/24,10/25,1.0,,???,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Little Mermaid (2018),Conglomerate Media,"August 17, 2018",Adventure,94.0,PG,,,Conglomerate,147175.0,82,85505,82,8/17,8/25,8.0,4.2,Blake Harris & Chris Bouchard,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCM: Mr. Smith Goes to Washington,Fathom,"October 14, 2018",Drama,129.0,Unrated,,,Fathom,144738.0,590,83205,590,10/14,10/17,3.0,8.2,Frank Capra,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Best F(r)iends Volume Two,Fathom,"June 1, 2018",Comedy / Drama,120.0,R,,,Fathom,141524.0,544,69297,544,6/1,6/4,3.0,5.2,Justin MacGregor,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter & the Order of the Phoenix (2018 re-release),Warner Bros.,"September 2, 2018",Fantasy,139.0,PG-13,,,WB,132522.0,,,,9/2,-,,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy (25th Anniversary),Fathom,"August 28, 2018",Sports Drama,114.0,PG,,,Fathom,131200.0,656,85349,656,8/28,9/2,5.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter & the Half-Blood Prince (2018 re-release),Warner Bros.,"September 2, 2018",Fantasy,153.0,PG,,,WB,130081.0,,,,9/2,-,,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Summer Encore: Madama Butterfly,Fathom,"June 20, 2018",Unknown,160.0,Unrated,,,Fathom,129730.0,355,,355,6/20,6/20,0.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Met Summer Encore: Eugene Onegin,Fathom,"July 11, 2018",Unknown,171.0,Unrated,,,Fathom,129498.0,354,,354,7/11,7/11,0.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Support the Girls,Magnolia,"August 24, 2018",Comedy,90.0,R,,,Magn.,129124.0,35,51167,35,8/24,10/18,55.0,6.5,Andrew Bujalski,,,Support the Girls,92.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepless In Seattle 25th Anniversary,Fathom,"December 2, 2018",Romantic Comedy,105.0,PG-13,,,Fathom,127281.0,419,73560,419,12/2,12/6,4.0,,???,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Family,Viva Pictures Distribution,"February 9, 2018",Animation,96.0,PG,,26314633,VPD,127259.0,15,576,15,2/9,-,,4.8,Holger Tappe,,,Monster Family,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young Karl Marx,The Orchard,"February 23, 2018",Drama,118.0,Unrated,,,Orch.,125659.0,15,26097,15,2/23,5/17,83.0,6.6,Raoul Peck,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bel Canto,Screen Media,"September 14, 2018",Thriller,102.0,Unrated,,,Scre.,125569.0,30,12421,30,9/14,12/6,83.0,5.3,Paul Weitz,,,Bel Canto,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'85: The Greatest Team in Football History,Fathom,"January 29, 2018",Documentary,90.0,Unrated,,,Fathom,124573.0,221,,221,1/29,2/7,9.0,6.9,Scott Prestin,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wings of Desire (2018 re-release),Janus Films,"October 19, 2018",Romance,127.0,Unrated,,,Jan.,123830.0,4,12885,4,10/19,1/10,83.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yu-Gi-Oh! The Movie (2018 re-release),Fathom,"March 11, 2018",Animation,110.0,PG,,,Fathom,121688.0,576,68833,576,3/11,3/12,1.0,,???,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love After Love,IFC,"March 30, 2018",Drama,91.0,Unrated,,,IFC,121098.0,29,11290,29,3/30,5/17,48.0,5.5,Russell Harbaugh,,,Love After Love,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Becoming Astrid,Music Box Films,"November 23, 2018",Historical Drama,123.0,Unrated,,,MBox,120486.0,16,5361,16,11/23,3/28,125.0,7.2,Pernille Fischer Christensen,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Five Seasons: The Gardens of Piet Oudolf,Argot Pictures,"June 13, 2018",Documentary,75.0,Unrated,,,Argo.,119223.0,9,7525,9,6/13,9/16,95.0,7.5,Thomas Piper,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Till the End of the World,China Lion,"February 2, 2018",Adventure,117.0,Unrated,,,CL,118660.0,27,57713,27,2/2,2/22,20.0,6.6,Youyin Wu,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Great Buster: A Celebration,Cohen Media Group,"October 5, 2018",Documentary,102.0,Unrated,,,Cohen,118344.0,14,7107,14,10/5,12/23,79.0,7.5,Peter Bogdanovich,,,The Great Buster: A Celebration,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bisbee '17,4th Row Films,"September 5, 2018",Documentary,112.0,Unrated,,,4th Row,117470.0,14,6650,14,9/5,12/13,99.0,6.8,Robert Greene,,,Bisbee '17,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryuichi Sakamoto: Coda,MUBI,"July 6, 2018",Documentary,102.0,Unrated,,,MUBI,117460.0,9,12827,9,7/6,10/4,90.0,7.7,Stephen Nomura Schible,,,Ryuichi Sakamoto: Coda,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
George Takei's Allegiance (2018),Fathom,"December 11, 2018",Musical,130.0,Unrated,,,Fathom,117162.0,567,,567,12/11,12/13,2.0,8.9,Lorenzo Thione,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gonjiam: Haunted Asylum,Well Go USA,"April 13, 2018",Horror,93.0,Unrated,,,WGUSA,115252.0,7,19017,7,4/13,5/17,34.0,6.1,Beom-sik Jeong,,,Gonjiam: Haunted Asylum,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mantra: Sounds into Silence,Gathr Films,"April 20, 2018",Documentary,85.0,Unrated,,,Gathr,115013.0,9,,9,4/20,-,,8.3,Georgia Wyss & Wari OM,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nostalgia,Bleecker Street,"February 16, 2018",Drama,114.0,R,,,BST,114603.0,140,15955,140,2/16,3/8,20.0,8.1,Andrei Tarkovsky,,,Nostalgia,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodied,Neon,"November 2, 2018",Musical,120.0,R,,,Neon,113956.0,17,53000,17,11/2,11/18,16.0,7.2,Joseph Kahn,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HYMN - Sarah Brightman In Concert,Fathom,"November 8, 2018",Unknown,110.0,Unrated,,,Fathom,113274.0,466,,466,11/8,11/8,0.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Boy. A Girl. A Dream.,Samuel Goldwyn,"September 14, 2018",Romance,89.0,R,,,Gold.,112552.0,61,67760,61,9/14,9/23,9.0,4.4,Qasim Basir,,,A Boy. A Girl. A Dream.,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Take Point,CJ Entertainment,"December 27, 2018",Action,119.0,Unrated,,,CJ,112386.0,25,21189,25,12/27,1/24,28.0,5.6,Byung-woo Kim,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hale County This Morning, This Evening",Cinema Guild,"September 14, 2018",Documentary,76.0,Unrated,,,CGld,112282.0,8,8640,8,9/14,-,,6.4,RaMell Ross,,,"Hale County This Morning, This Evening",97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dawn Wall,The Orchard,"September 14, 2018",Documentary,100.0,Unrated,,,Orch.,112191.0,4,21615,4,9/14,10/4,20.0,8.1,Josh Lowell & Peter Mortimer,,,The Dawn Wall,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Chance in the World - Premiere,Fathom,"May 30, 2018",Drama,120.0,Unrated,,,Fathom,112007.0,497,,497,5/30,5/30,0.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Negotiation,CJ Entertainment,"September 21, 2018",Action / Crime,114.0,Unrated,,,CJ,110986.0,13,14273,13,9/21,10/18,27.0,6.5,Jong-suk Lee,,,The Negotiation,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lu Over the Wall,GKIDS,"May 11, 2018",Animation,112.0,PG,,,GK,109857.0,97,60773,97,5/11,6/28,48.0,6.8,Masaaki Yuasa,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Angel,The Orchard,"November 9, 2018",Crime Thriller,115.0,Unrated,,,Orch.,109608.0,11,23348,11,11/9,1/17,69.0,7.1,Luis Ortega,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Captain,Music Box Films,"July 27, 2018",War Drama,118.0,Unrated,,,MBox,109226.0,10,7568,10,7/27,11/29,125.0,7.4,Robert Schwentke,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
